,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
598999,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,72.8,,,65.2,79.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW2_1,CRDPREV,RACE,MRC
599000,2018,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,63.8,,,51.7,74.3,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,NPAW,NPAW2_1,AGEADJPREV,RACE,HIS
599001,2013,GU,Guam,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,69.2,,,57.5,78.9,Gender,Female,POINT (144.793731 13.444304),66,DIA,DIA11_2,CRDPREV,GENDER,GENF
599006,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Age-adjusted Prevalence,20.9,,,18.5,23.6,Overall,Overall,POINT (144.793731 13.444304),66,NPAW,NPAW11_2,AGEADJPREV,OVERALL,OVR
599007,2014,GU,Guam,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Crude Prevalence,76.8,,,68.3,83.5,Gender,Female,POINT (144.793731 13.444304),66,TOB,TOB3_0,CRDPREV,GENDER,GENF
599014,2016,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,62.0,,,49.2,73.4,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,ORH,ORH1_1,AGEADJPREV,RACE,HIS
599021,2012,GU,Guam,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,22.3,,,17.2,28.4,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,TOB,TOB1_3,CRDPREV,RACE,OTH
599023,2011,GU,Guam,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,10.5,,,8.5,12.8,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,DIA,DIA2_1,CRDPREV,RACE,OTH
599029,2018,GU,Guam,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Crude Prevalence,35.8,,,28.8,43.4,Overall,Overall,POINT (144.793731 13.444304),66,ORH,ORH4_2,CRDPREV,OVERALL,OVR
599030,2019,GU,Guam,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,15.8,,,10.5,23.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,OVC,OVC1_1,AGEADJPREV,RACE,MRC
599033,2019,GU,Guam,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,29.1,,,19.5,41.1,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,DIA,DIA12_1,AGEADJPREV,RACE,OTH
599039,2013,GU,Guam,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,51.9,,,33.1,70.2,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA12_1,AGEADJPREV,GENDER,GENM
599042,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,27.7,,,23.5,32.3,Gender,Male,POINT (144.793731 13.444304),66,NPAW,NPAW3_1,CRDPREV,GENDER,GENM
599045,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,72.4,,,68.1,76.4,Gender,Male,POINT (144.793731 13.444304),66,NPAW,NPAW2_1,CRDPREV,GENDER,GENM
599048,2013,GU,Guam,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.4,,,1.3,3.6,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,OVC,OVC7_1,AGEADJMEAN,RACE,WHT
599049,2012,GU,Guam,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,27.4,,,16.3,42.3,Gender,Female,POINT (144.793731 13.444304),66,DIA,DIA11_3,AGEADJPREV,GENDER,GENF
599051,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,25.4,,,22.1,29.0,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW1_1,CRDPREV,GENDER,GENF
599067,2016,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,56.4,,,51.0,61.7,Gender,Male,POINT (144.793731 13.444304),66,ORH,ORH1_1,CRDPREV,GENDER,GENM
599071,2018,GU,Guam,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,22.8,,,13.4,36.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,OVC,OVC1_1,CRDPREV,RACE,MRC
599072,2012,GU,Guam,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,10.1,,,8.2,12.5,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,DIA,DIA2_1,AGEADJPREV,RACE,OTH
599073,2013,GU,Guam,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Crude Prevalence,5.2,,,3.6,7.4,Gender,Female,POINT (144.793731 13.444304),66,TOB,TOB2_2,CRDPREV,GENDER,GENF
599085,2014,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,20.8,,,15.3,27.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW10_0,AGEADJPREV,RACE,MRC
599090,2014,GU,Guam,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,35.1,,,26.1,45.4,Overall,Overall,POINT (144.793731 13.444304),66,CVD,CVD9_1,CRDPREV,OVERALL,OVR
599092,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Crude Prevalence,43.9,,,39.7,48.2,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW11_1,CRDPREV,GENDER,GENF
599094,2012,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,46.2,,,43.3,49.1,Overall,Overall,POINT (144.793731 13.444304),66,ORH,ORH4_3,AGEADJPREV,OVERALL,OVR
599096,2013,GU,Guam,BRFSS,Reproductive Health,Timeliness of routine health care checkup among women aged 18-44 years,%,Crude Prevalence,54.1,,,44.0,63.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,RPH,RPH1_0,CRDPREV,RACE,MRC
599098,2012,GU,Guam,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,44.0,,,28.5,60.7,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA6_0,AGEADJPREV,GENDER,GENM
599102,2019,GU,Guam,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,%,Crude Prevalence,97.5,,,93.8,99.0,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,OVC,OVC1_2,CRDPREV,RACE,WHT
599105,2012,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,44.7,,,36.1,53.7,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW3_1,AGEADJPREV,RACE,WHT
599108,2018,GU,Guam,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.3,,,2.3,4.2,Gender,Male,POINT (144.793731 13.444304),66,OVC,OVC7_1,MEAN,GENDER,GENM
599109,2017,GU,Guam,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,23.6,,,13.8,37.4,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA11_3,AGEADJPREV,GENDER,GENM
599113,2013,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,49.4,,,44.9,53.8,Gender,Male,POINT (144.793731 13.444304),66,OVC,OVC8_0,AGEADJPREV,GENDER,GENM
599114,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.3,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,1.9,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW4_2,MEDIAN,RACE,WHT
599131,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Crude Prevalence,31.2,,,26.8,36.0,Gender,Male,POINT (144.793731 13.444304),66,NPAW,NPAW11_3,CRDPREV,GENDER,GENM
599132,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,16.7,,,11.5,23.8,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT
599133,2014,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,51.0,,,47.7,54.3,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,OVC,OVC8_0,AGEADJPREV,RACE,OTH
599138,2011,GU,Guam,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,66.5,,,54.2,76.9,Gender,Female,POINT (144.793731 13.444304),66,DIA,DIA11_1,CRDPREV,GENDER,GENF
599141,2017,GU,Guam,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,33.8,,,26.0,42.7,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,CVD,CVD6_1,AGEADJPREV,RACE,HIS
599145,2012,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,39.7,,,36.0,43.6,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW3_1,CRDPREV,GENDER,GENF
599146,2011,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,30.6,,,22.7,39.9,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,IMM,IMM1_0,CRDPREV,RACE,HIS
599147,2011,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,28.7,,,20.4,38.7,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,TOB,TOB1_2,AGEADJPREV,RACE,HIS
599151,2017,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,,,3.3,4.8,Gender,Female,POINT (144.793731 13.444304),66,MTH,MTH1_0,MEAN,GENDER,GENF
599160,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.0,2.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW5_2,MEDIAN,RACE,MRC
599165,2012,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,28.5,,,24.8,32.6,Gender,Male,POINT (144.793731 13.444304),66,IMM,IMM1_0,AGEADJPREV,GENDER,GENM
599166,2016,GU,Guam,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Crude Prevalence,20.1,,,13.6,28.5,Gender,Male,POINT (144.793731 13.444304),66,OLD,OLD3_2,CRDPREV,GENDER,GENM
599179,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,31.5,,,27.1,36.4,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW1_1,CRDPREV,GENDER,GENF
599181,2017,GU,Guam,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,16.5,,,13.3,20.4,Gender,Female,POINT (144.793731 13.444304),66,DIA,DIA2_1,AGEADJPREV,GENDER,GENF
599187,2014,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,28.0,,,25.6,30.5,Overall,Overall,POINT (144.793731 13.444304),66,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR
599188,2018,GU,Guam,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,34.7,,,26.2,44.4,Overall,Overall,POINT (144.793731 13.444304),66,DIA,DIA8_0,AGEADJPREV,OVERALL,OVR
599191,2013,GU,Guam,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.0,,,47.9,67.6,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA7_0,AGEADJPREV,GENDER,GENM
599201,2016,GU,Guam,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,47.1,,,38.5,55.9,Overall,Overall,POINT (144.793731 13.444304),66,ORH,ORH4_2,AGEADJPREV,OVERALL,OVR
599206,2016,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,,,3.0,5.2,Gender,Female,POINT (144.793731 13.444304),66,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
599207,2016,GU,Guam,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.7,,,2.9,4.4,Gender,Female,POINT (144.793731 13.444304),66,OVC,OVC7_1,MEAN,GENDER,GENF
599208,2013,GU,Guam,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,28.5,,,24.6,32.8,Gender,Male,POINT (144.793731 13.444304),66,OVC,OVC1_1,CRDPREV,GENDER,GENM
599209,2015,GU,Guam,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,17.9,,,10.1,29.6,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,OVC,OVC1_1,CRDPREV,RACE,HIS
599213,2016,GU,Guam,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,36.4,,,22.4,53.2,Overall,Overall,POINT (144.793731 13.444304),66,CVD,CVD9_2,CRDPREV,OVERALL,OVR
599215,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Crude Prevalence,29.8,,,25.4,34.6,Gender,Male,POINT (144.793731 13.444304),66,NPAW,NPAW10_0,CRDPREV,GENDER,GENM
599224,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2.1,Gender,Male,POINT (144.793731 13.444304),66,NPAW,NPAW5_2,MEDIAN,GENDER,GENM
599227,2015,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,31.5,,,28.5,34.8,Overall,Overall,POINT (144.793731 13.444304),66,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR
599230,2016,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,28.3,,,19.1,39.7,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,TOB,TOB1_2,CRDPREV,RACE,HIS
599234,2016,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.9,,,20.1,28.1,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,TOB,TOB1_2,AGEADJPREV,RACE,OTH
599242,2017,GU,Guam,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,68.7,,,55.1,79.7,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA11_2,CRDPREV,GENDER,GENM
599243,2019,GU,Guam,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.7,,,49.3,67.6,Overall,Overall,POINT (144.793731 13.444304),66,DIA,DIA7_0,AGEADJPREV,OVERALL,OVR
599249,2015,GU,Guam,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,64.1,,,47.7,77.8,Gender,Female,POINT (144.793731 13.444304),66,DIA,DIA11_1,CRDPREV,GENDER,GENF
599265,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,61.6,,,57.1,65.9,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW2_1,AGEADJPREV,GENDER,GENF
599271,2018,GU,Guam,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,31.6,,,19.5,46.8,Race/Ethnicity,"Other, non-Hispanic",POINT (144.793731 13.444304),66,DIA,DIA13_1,AGEADJPREV,RACE,OTH
599273,2014,GU,Guam,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.0,,,2.7,3.4,Overall,Overall,POINT (144.793731 13.444304),66,OVC,OVC7_1,MEAN,OVERALL,OVR
599279,2014,GU,Guam,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,59.8,,,47.7,70.9,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA7_0,CRDPREV,GENDER,GENM
599281,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,56.2,,,44.0,67.7,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,NPAW,NPAW11_1,AGEADJPREV,RACE,HIS
599285,2011,GU,Guam,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,43.1,,,33.4,53.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,TOB,TOB1_3,CRDPREV,RACE,MRC
599288,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW5_2,MEDIAN,RACE,MRC
599291,2019,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,54.9,,,47.2,62.3,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,IMM,IMM1_0,CRDPREV,RACE,WHT
599292,2017,GU,Guam,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Age-adjusted Prevalence,27.8,,,18.4,39.6,Gender,Female,POINT (144.793731 13.444304),66,TOB,TOB11_1,AGEADJPREV,GENDER,GENF
599313,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,41.0,,,31.1,51.8,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,NPAW,NPAW3_1,CRDPREV,RACE,HIS
599314,2016,GU,Guam,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,29.0,,,19.1,41.5,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA11_3,AGEADJPREV,GENDER,GENM
599328,2015,GU,Guam,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,55.8,,,39.3,71.1,Gender,Male,POINT (144.793731 13.444304),66,DIA,DIA7_0,AGEADJPREV,GENDER,GENM
599335,2014,GU,Guam,BRFSS,Overarching Conditions,Self-rated health status among women aged 18-44 years,%,Crude Prevalence,87.9,,,78.5,93.5,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,OVC,OVC6_2,CRDPREV,RACE,HIS
599339,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,26.2,,,19.2,34.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (144.793731 13.444304),66,NPAW,NPAW11_3,AGEADJPREV,RACE,MRC
599342,2013,GU,Guam,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,Crude Prevalence,20.2,,,17.0,23.9,Gender,Male,POINT (144.793731 13.444304),66,OVC,OVC6_1,CRDPREV,GENDER,GENM
599343,2019,GU,Guam,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,51.6,,,37.1,65.8,Overall,Overall,POINT (144.793731 13.444304),66,DIA,DIA13_2,AGEADJPREV,OVERALL,OVR
599345,2014,GU,Guam,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.1,,,2.6,3.6,Gender,Female,POINT (144.793731 13.444304),66,OVC,OVC7_1,MEAN,GENDER,GENF
599347,2018,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,20.6,,,12.3,32.5,Race/Ethnicity,Hispanic,POINT (144.793731 13.444304),66,TOB,TOB1_2,CRDPREV,RACE,HIS
599352,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.9,,,29.5,36.4,Overall,Overall,POINT (144.793731 13.444304),66,NPAW,NPAW10_0,AGEADJPREV,OVERALL,OVR
599358,2018,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,38.8,,,34.0,43.9,Gender,Female,POINT (144.793731 13.444304),66,NPAW,NPAW3_1,CRDPREV,GENDER,GENF
